HOUSEHOLD_ID,J01_WORRIED,J02_NOT_EATEN_HEALTHY,J03_ATE_FEW_FOOD,J04_SKIPPED_MEAL,J05_ATE_LESS,J06_RAN_OUT_OF_FOOD,J07_HUNGRY,J08_NOT_EATEN_WHOLE_DAY,J09_NOT_EATEN_WHOLE_DAY_PAST_3_MONTHS,K03_C_SAVING_FOR_EMERGENCIES,K03_D_SAVING_FOR_BUSINESS,K03_Q_FOR_RECEIVING_PENSION,K03_T_FOR_BUSINESS_OPERATIONS,K04_PRESENCE_OF_SAVINGS,K06_A_EARN_JUST_ENOUGH,K06_B_NO_STABLE_SOURCE_OF_INCOME,K06_C_USED_FOR_EMERGENCY,K07_LOANS,K09_A_LOAN_FOR_BUSINESS,K09_D_LOAN_FOR_MEDICAL_NEEDS,K09_E_LOAN_FOR_DAILY_NEEDS,K09_H_LOAN_FOR_PAYMENT_FOR_ANOTHER_LOAN,K10_C_HEALTH_INSURANCE,K10_G_MICROINSURANCE,K10_H_CROP_INSURANCE,K10_I_LIVESTOCK_AND_POULTRY_INSURANCE,K10_J_FISHERIES_INSURANCE,L06_WITH_MEMBER_CURRENTLY_PREGNANT,L08_WITH_MEMBER_CURRENTLY_BREASTFEEDING,L10_WITH_CHILD_DIED,L15_WITH_PWD_MEMBER,L19_WITH_CANCER_PATIENT_MEMBER,L23_WITH_RARE_DISEASE_MEMBER,L29_WITH_MEMBER_WHO_HAS_PWD_ID,L33_MEMBER_WHO_HAS_BEEN_SICK,O01_SAFE_WALKING_ALONE,O02_VICTIM_OF_CRIME,SECTION_O_LINE_NUMBER,O03_A_THEFT_VICTIM,O03_B_ROBBERY_VICTIM,O03_C_ASSAULT_VICTIM,O03_D_PSYCHO_VIOLENCE_VICTIM,O03_E_SEX_VIOLENCE_VICTIM,O03_F_FRAUD_VICTIM,O03_G_BRIBERY_VICTIM,O03_I_VEHICLE_THEFT_VICTIM,O03_J_BURGLARY_VICTIM,O03_K_VANDALISM_VICTIM,O03_Z_OTHER_CRIME_VICTIM,O04_A_THEFT_VICTIM,O04_B_ROBBERY_VICTIM,O04_C_ASSAULT_VICTIM,O04_D_PSYCHO_VIOLENCE_VICTIM,O04_E_SEX_VIOLENCE_VICTIM,O04_F_FRAUD_VICTIM,O04_G_BRIBERY_VICTIM,O04_I_VEHICLE_THEFT_VICTIM,O04_J_BURGLARY_VICTIM,O04_K_VANDALISM_VICTIM,O04_Z_OTHER_CRIME_VICTIM,O05_A_THEFT_VICTIM_FREQUENCY,O05_B_ROBBERY_VICTIM_FREQUENCY,O05_C_ASSAULT_VICTIM_FREQUENCY,O05_D_PSYCHO_VIOLENCE_VICTIM_FREQUENCY,O05_E_SEX_VIOLENCE_VICTIM_FREQUENCY,O05_F_FRAUD_VICTIM_FREQUENCY,O05_G_BRIBERY_VICTIM_FREQUENCY,O05_I_VEHICLE_THEFT_VICTIM_FREQUENCY,O05_J_BURGLARY_VICTIM_FREQUENCY,O05_K_VANDALISM_VICTIM_FREQUENCY,O05_Z_OTHER_CRIME_VICTIM_FREQUENCY,O06_A_THEFT_LOCATION_OF_CRIME,O06_B_ROBBERY_LOCATION_OF_CRIME,O06_C_ASSAULT_LOCATION_OF_CRIME,O06_D_PSYCHO_VIOLENCE_LOCATION_OF_CRIME,O06_E_SEX_VIOLENCE_LOCATION_OF_CRIME,O06_F_FRAUD_LOCATION_OF_CRIME,O06_G_BRIBERY_LOCATION_OF_CRIME,O06_I_VEHICLE_THEFT_LOCATION_OF_CRIME,O06_J_BURGLARY_LOCATION_OF_CRIME,O06_K_VANDALISM_LOCATION_OF_CRIME,O06_Z_OTHER_CRIME_LOCATION_OF_CRIME
HH000291,1,2,2,2,2,2,2,2,,,,,,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000292,2,2,2,2,2,2,2,2,,1,2,2,1,2,1,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000293,2,2,2,2,2,2,2,2,,,,,,1,,,,2,,,,,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000294,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000295,1,1,1,1,2,2,2,2,,,,,,1,,,,2,,,,,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000296,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000297,2,2,2,2,2,2,2,2,,,,,,2,1,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000298,2,2,2,2,2,2,2,2,,1,2,2,2,1,,,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000299,1,1,1,1,2,2,2,2,,1,2,2,2,1,,,,2,,,,,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,01,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,01,,,,,,,,,,,1,,,,,,,,,,,1,,
HH000300,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,1,07,2,1,2,2,2,2,2,2,2,2,2,,01,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,
HH000301,1,2,2,2,2,2,2,2,,,,,,2,2,1,1,2,,,,,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000302,2,2,2,2,2,2,2,2,,,,,,1,,,,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000303,1,1,2,2,2,2,2,2,,1,2,2,2,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000304,1,1,1,1,1,2,2,2,,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000305,1,1,1,1,1,1,2,2,,2,2,2,2,2,1,1,2,2,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000306,1,2,2,2,2,2,2,2,,,,,,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000307,2,2,2,2,2,2,2,2,,2,2,2,1,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,04,2,2,1,2,2,2,2,2,2,2,2,,,04,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,
HH000308,1,1,1,2,2,2,2,2,,2,2,2,2,1,,,,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000309,1,2,2,2,2,2,2,2,,2,2,1,2,2,2,2,2,2,,,,,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000310,2,2,2,2,2,2,2,2,,1,2,2,2,1,,,,2,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000311,2,2,2,2,2,2,2,2,,1,2,1,2,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000312,2,2,2,2,2,2,2,2,,2,2,2,2,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000313,1,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,,,,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000314,2,2,2,2,2,2,2,2,,2,2,2,2,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000315,1,1,1,1,1,2,2,2,,,,,,1,,,,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000316,2,2,2,2,2,2,2,2,,2,1,2,2,1,,,,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000317,1,1,1,1,1,1,1,1,2,1,1,2,2,1,,,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000318,1,1,1,1,2,2,2,2,,1,2,2,2,2,1,2,1,2,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000319,1,1,1,1,1,1,1,2,,1,2,1,2,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000320,1,1,1,1,1,1,1,2,,,,,,2,2,2,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000321,1,1,1,2,2,2,2,2,,2,2,2,2,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000322,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,,,,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000323,1,1,1,2,2,2,2,2,,,,,,2,1,2,1,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000324,1,1,1,2,2,2,2,2,,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,03,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,03,,,,,,,,,,,1,,,,,,,,,,,2
HH000325,1,1,1,1,1,1,2,2,,,,,,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000326,1,1,2,2,2,2,2,2,,,,,,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000327,2,2,2,2,2,2,2,2,,2,2,2,1,1,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000328,2,2,2,2,2,2,2,2,,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000329,1,2,2,2,2,2,2,2,,,,,,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000330,2,2,2,2,2,2,2,2,,2,1,2,2,1,,,,2,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000331,1,1,1,2,2,2,2,2,,1,1,2,1,2,1,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000332,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,1,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000333,2,2,2,2,2,2,2,2,,1,2,2,2,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000334,1,2,2,2,2,2,2,2,,2,1,2,2,2,1,2,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000335,2,2,2,2,2,2,2,2,,,,,,1,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000336,1,1,2,2,2,2,2,2,,1,2,2,2,1,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000337,1,1,1,1,1,2,2,2,,,,,,2,1,1,2,2,,,,,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000338,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,,,,,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000339,2,2,2,2,2,2,2,2,,,,,,2,1,2,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000340,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000341,1,1,1,2,2,2,2,2,,1,2,2,1,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000342,2,2,2,2,2,2,2,2,,1,2,2,2,1,,,,2,,,,,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000343,2,2,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,3,1,02,1,2,2,2,2,2,2,2,2,2,2,01,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,
HH000344,2,2,2,2,2,2,2,2,,2,2,2,2,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000345,2,2,2,2,2,2,2,2,,2,2,2,1,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000346,1,2,2,2,2,2,2,2,,1,2,2,2,2,1,1,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000347,2,2,2,2,2,2,2,2,,2,2,2,2,1,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000348,1,1,1,1,1,2,2,2,,,,,,2,1,2,1,2,,,,,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000349,2,2,2,2,2,2,2,2,,1,2,2,2,1,,,,2,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000350,2,2,2,2,2,2,2,2,,,,,,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000351,1,1,1,1,1,1,2,2,,2,2,2,2,1,,,,2,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,01,2,1,2,2,2,2,2,2,2,2,2,,02,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,
HH000352,2,2,2,2,2,2,2,2,,,,,,2,2,2,1,2,,,,,1,2,2,2,2,1,2,2,2,2,2,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000353,1,1,1,1,2,2,2,2,,,,,,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000354,1,1,1,1,1,1,2,2,,,,,,1,,,,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000355,1,1,1,1,1,1,2,2,,1,1,2,1,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000356,1,1,1,1,1,2,2,2,,,,,,2,1,1,2,2,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000357,2,2,2,2,2,2,2,2,,2,1,2,2,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000358,1,1,1,1,1,1,1,2,,,,,,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,05,2,2,1,2,2,2,2,2,2,2,2,,,05,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
HH000359,1,1,1,2,2,2,2,2,,1,2,2,2,1,,,,2,,,,,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,01,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,01,,,,,,,,,,,1,,,,,,,,,,,2
HH000360,1,1,1,1,2,2,2,2,,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000361,1,1,1,1,1,1,2,2,,1,2,2,1,1,,,,2,,,,,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000362,1,2,2,2,2,2,2,2,,2,2,1,1,2,2,1,1,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000363,1,1,1,2,2,2,2,2,,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000364,1,2,2,2,2,2,2,2,,,,,,1,,,,2,,,,,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000365,1,1,1,1,1,1,1,2,,1,1,2,2,1,,,,2,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000366,1,1,1,2,2,2,2,2,,,,,,1,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000367,2,2,2,2,2,2,2,2,,,,,,2,2,1,2,2,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000368,1,1,1,1,1,2,2,2,,1,2,2,2,1,,,,2,,,,,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000369,2,2,2,2,2,2,2,2,,2,2,1,1,2,2,1,2,2,,,,,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000370,1,1,1,1,1,2,2,2,,2,2,2,2,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000371,2,2,2,2,2,2,2,2,,1,2,2,2,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000372,2,2,2,2,2,2,2,2,,1,2,1,1,1,,,,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000373,1,1,1,1,2,2,2,2,,,,,,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000374,1,1,1,1,2,2,2,2,,1,2,2,2,2,1,2,2,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000375,2,2,2,2,2,2,2,2,,,,,,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000376,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,1,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,02,2,2,2,2,2,1,2,2,2,2,2,,,,,,02,,,,,,,,,,,1,,,,,,,,,,,1,,,,,
HH000377,2,2,2,2,2,2,2,2,,2,2,2,2,1,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,01,1,2,2,2,2,2,2,2,2,2,2,03,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,
HH000378,2,2,2,2,2,2,2,2,,1,2,2,1,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000379,1,1,1,2,2,2,2,2,,2,1,2,1,2,1,2,2,2,,,,,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,01,2,2,1,2,2,2,2,2,2,2,2,,,01,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,
HH000380,1,1,1,2,2,2,2,2,,,,,,2,1,2,1,2,,,,,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000381,2,2,2,2,2,2,2,2,,,,,,1,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000382,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000383,2,2,2,2,2,2,2,2,,,,,,1,,,,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000384,2,2,2,2,2,2,2,2,,,,,,1,,,,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000385,1,1,2,2,2,2,2,2,,1,2,2,2,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000386,2,2,2,2,2,2,2,2,,1,2,2,2,1,,,,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000387,2,2,2,2,2,2,2,2,,,,,,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000388,1,1,1,1,1,2,2,2,,,,,,1,,,,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000389,1,2,2,2,2,2,2,2,,,,,,1,,,,2,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000390,2,2,2,2,2,2,2,2,,,,,,1,,,,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000391,1,1,2,2,2,2,2,2,,1,2,2,2,1,,,,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000392,1,1,1,1,1,2,2,2,,,,,,1,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
